category,feature,status,evidence,files,tables,works,gap,risk,solution,priority
"17 Roles","Examination Officer","BROKEN","E10: Policy/permission/role inspection; isolation tests; deny/officer probes","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53","roles; users; global_settings; online_exams; online_exam_submissions","Code role 19 grants read/proctoring; ExaminationsMiddleware recognizes 19.","Policies require manage/edit ownership; no role 19 configured; AuditLog calls 19 Admissions Staff.","Role meaning/access conflict.","Resolve using actual intended role registration; exam-specific read/review policy tests.","HIGH"
"17 Roles","Question Author","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E10: Policy/permission/role inspection; isolation tests; deny/officer probes","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / roles; users; global_settings; online_exams; online_exam_submissions","Actual role 3 teacher creates own exams/questions and marks.","No distinct author/marker assignment; teacher bank access/edit defects; subject options class-only.","Segregation/tertiary usability gaps.","Scoped exam assignments/permissions over existing users.","HIGH"
"17 Roles","Lecturer","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E10: Policy/permission/role inspection; isolation tests; deny/officer probes","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / roles; users; global_settings; online_exams; online_exam_submissions","Actual role 3 teacher creates own exams/questions and marks.","No distinct author/marker assignment; teacher bank access/edit defects; subject options class-only.","Segregation/tertiary usability gaps.","Scoped exam assignments/permissions over existing users.","HIGH"
"17 Roles","Marker","PARTIAL","E03: Teacher workflow source; TeacherOnlineExamTest; runtime-probes.json / E10: Policy/permission/role inspection; isolation tests; deny/officer probes","app/Http/Controllers/OnlineExamController.php:455-1138,1816-1850; resources/views/teacher/online_exam/; app/Http/Requests/OnlineExam/UpdateOnlineExamRequest.php:23 / app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53","online_exams; online_exam_questions; teacher_permissions; teacher_programme_assignments; subjects / roles; users; global_settings; online_exams; online_exam_submissions","Actual role 3 teacher creates own exams/questions and marks.","No distinct author/marker assignment; teacher bank access/edit defects; subject options class-only.","Segregation/tertiary usability gaps.","Scoped exam assignments/permissions over existing users.","HIGH"
"17 Roles","Student/Candidate","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E10: Policy/permission/role inspection; isolation tests; deny/officer probes","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / roles; users; global_settings; online_exams; online_exam_submissions","Code/seed role 7 student, existing User identity.","No student user currently seeded; eligibility/results defects.","Cannot certify populated live candidate journey.","Use existing student provisioning in approved testing; fix eligibility.","HIGH"
"17 Roles","Question Reviewer","MISSING","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E20: Filename + concept search and connected path inspection","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","roles; users; global_settings; online_exams; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Map permission bundles and exam-level assignments to existing roles/users; do not invent hard-coded IDs.","HIGH"
"17 Roles","Chief Examiner","MISSING","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E20: Filename + concept search and connected path inspection","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","roles; users; global_settings; online_exams; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Map permission bundles and exam-level assignments to existing roles/users; do not invent hard-coded IDs.","HIGH"
"17 Roles","Invigilator/Proctor","MISSING","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E20: Filename + concept search and connected path inspection","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","roles; users; global_settings; online_exams; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Map permission bundles and exam-level assignments to existing roles/users; do not invent hard-coded IDs.","HIGH"
"17 Roles","Auditor","MISSING","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E20: Filename + concept search and connected path inspection","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","roles; users; global_settings; online_exams; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Map permission bundles and exam-level assignments to existing roles/users; do not invent hard-coded IDs.","HIGH"
"18 Privacy","Exam data access","PARTIAL","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","roles; users; global_settings; online_exams; online_exam_submissions / online_exam_proctoring_events; online_exam_submissions","School/owner policies and escaped staff pages.","Bank relation scope defect; excessive role aliases; incomplete release gates.","Unauthorized or premature disclosure.","Action-specific access, tenant tests and explicit publication.","HIGH"
"18 Privacy","Institution isolation","PARTIAL","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E11: Full event/camera/readiness/timeline trace; no recording pipeline found","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php","roles; users; global_settings; online_exams; online_exam_submissions / online_exam_proctoring_events; online_exam_submissions","School/owner policies and escaped staff pages.","Bank relation scope defect; excessive role aliases; incomplete release gates.","Unauthorized or premature disclosure.","Action-specific access, tenant tests and explicit publication.","HIGH"
"18 Privacy","Audit trail","PARTIAL","E15: Audit sink/call-site inspection; no immutable exam revision table","app/Models/AuditLog.php; app/Providers/AuditServiceProvider.php; app/Http/Middleware/TrackModuleAccess.php; app/Http/Controllers/OnlineExamController.php","audit_logs; online_exam_proctoring_events; online_exam_answers","Existing action/access/IP logs used.","No immutable exam revisions/old-new marks; logger fails open; role labels conflict.","Cannot prove complete grade/evidence history.","Structured exam revisions and audited interventions linked to shared log.","HIGH"
"18 Privacy","Recording storage","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Design private evidence lifecycle, purpose/access/retention/appeal controls before capture.","HIGH"
"18 Privacy","Evidence retention","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Design private evidence lifecycle, purpose/access/retention/appeal controls before capture.","HIGH"
"18 Privacy","Candidate identity-document handling","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Design private evidence lifecycle, purpose/access/retention/appeal controls before capture.","HIGH"
"18 Privacy","Retention policy","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Design private evidence lifecycle, purpose/access/retention/appeal controls before capture.","HIGH"
"18 Privacy","Controlled deletion/anonymization","MISSING","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E20: Filename + concept search and connected path inspection","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","online_exam_proctoring_events; online_exam_submissions / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Design private evidence lifecycle, purpose/access/retention/appeal controls before capture.","HIGH"
"18 Privacy","Encryption at rest","RUNTIME VERIFICATION REQUIRED","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exam_proctoring_events; online_exam_submissions / all seven exam/question-bank tables","No exam-specific encrypted casts/evidence storage; current local app uses HTTP.","Disk/database/backups/TLS deployment not established by this source audit.","Sensitive exam/identity data could be exposed operationally.","Verify deployment controls; use private encrypted evidence storage when introduced.","HIGH"
"18 Privacy","Production transport security","RUNTIME VERIFICATION REQUIRED","E11: Full event/camera/readiness/timeline trace; no recording pipeline found / E14: Live SHOW CREATE TABLE/SHOW INDEX inspection versus migrations/test schema","app/Http/Controllers/OnlineExamController.php:1238-1253,1524-1546,1629-1646; app/Models/OnlineExamProctoringEvent.php; app/Http/Requests/OnlineExam/{CameraReadinessRequest,ProctoringEventRequest}.php; resources/views/admin/online_exam/proctoring.blade.php; resources/views/student/online_exam/{instructions,take}.blade.php / docs/online-exams-audit/live-schema.json; database/migrations/*online_exam*.php; database/migrations/2026_07_02_125458_create_question_banks_table.php; tests/Feature/Support/OnlineExamTestHelper.php","online_exam_proctoring_events; online_exam_submissions / all seven exam/question-bank tables","No exam-specific encrypted casts/evidence storage; current local app uses HTTP.","Disk/database/backups/TLS deployment not established by this source audit.","Sensitive exam/identity data could be exposed operationally.","Verify deployment controls; use private encrypted evidence storage when introduced.","HIGH"
"19 Integrations","Student Records","PARTIAL","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","roles; users; global_settings; online_exams; online_exam_submissions / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Existing identity, school and role sources reused.","Role/eligibility gaps, not duplicate identities.","Unsafe fixes could fork identity/tenant rules.","Keep authoritative models; exam-local services/policies.","HIGH"
"19 Integrations","Users/authentication","PARTIAL","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","roles; users; global_settings; online_exams; online_exam_submissions / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Existing identity, school and role sources reused.","Role/eligibility gaps, not duplicate identities.","Unsafe fixes could fork identity/tenant rules.","Keep authoritative models; exam-local services/policies.","HIGH"
"19 Integrations","Schools","PARTIAL","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","roles; users; global_settings; online_exams; online_exam_submissions / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Existing identity, school and role sources reused.","Role/eligibility gaps, not duplicate identities.","Unsafe fixes could fork identity/tenant rules.","Keep authoritative models; exam-local services/policies.","HIGH"
"19 Integrations","Roles and permissions","PARTIAL","E10: Policy/permission/role inspection; isolation tests; deny/officer probes / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Support/Permissions/{OnlineExamPermissionService,OnlineExamAuthorizer}.php; app/Policies/OnlineExam*.php; database/seeders/OnlineExamPermissionSeeder.php; app/Models/AuditLog.php:45-53 / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","roles; users; global_settings; online_exams; online_exam_submissions / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Existing identity, school and role sources reused.","Role/eligibility gaps, not duplicate identities.","Unsafe fixes could fork identity/tenant rules.","Keep authoritative models; exam-local services/policies.","HIGH"
"19 Integrations","Academics/programmes","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Class/subject relations and legacy Enrollment lookups.","Programme/profile/session ignored; departments only derivable.","Incorrect target cohort.","Eligibility service using existing academic records; exam-owned references.","HIGH"
"19 Integrations","Departments","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Class/subject relations and legacy Enrollment lookups.","Programme/profile/session ignored; departments only derivable.","Incorrect target cohort.","Eligibility service using existing academic records; exam-owned references.","HIGH"
"19 Integrations","Classes","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Class/subject relations and legacy Enrollment lookups.","Programme/profile/session ignored; departments only derivable.","Incorrect target cohort.","Eligibility service using existing academic records; exam-owned references.","HIGH"
"19 Integrations","Subjects","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Class/subject relations and legacy Enrollment lookups.","Programme/profile/session ignored; departments only derivable.","Incorrect target cohort.","Eligibility service using existing academic records; exam-owned references.","HIGH"
"19 Integrations","Enrollment","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Class/subject relations and legacy Enrollment lookups.","Programme/profile/session ignored; departments only derivable.","Incorrect target cohort.","Eligibility service using existing academic records; exam-owned references.","HIGH"
"19 Integrations","Academic Sessions","PARTIAL","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E17: Existing authoritative model/schema inspection and exam consumer trace","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments","Class/subject relations and legacy Enrollment lookups.","Programme/profile/session ignored; departments only derivable.","Incorrect target cohort.","Eligibility service using existing academic records; exam-owned references.","HIGH"
"19 Integrations","Results/grades","PARTIAL","E16: Academic/report consumers; nonexistent submission.total_marks reference","app/Http/Controllers/ReportsController.php:91-94,163-174,223-243; resources/views/admin/reports/exams.blade.php; app/Models/Gradebook.php; database/migrations/2026_07_29_030000_add_programme_fields_to_gradebooks_table.php","online_exam_submissions; online_exams; gradebooks; grades","Existing report consumer.","No gradebook publishing; invalid totals.","Inconsistent academic records.","Scoped report fix now; approved idempotent publication adapter later.","HIGH"
"19 Integrations","Notifications","PARTIAL","E13: Notifier/scheduler source; OnlineExamRemindersTest; SMTP unconfigured in live runtime","app/Support/OnlineExams/{OnlineExamAnnouncementNotifier,OnlineExamResultNotifier}.php; app/Console/Commands/{SendOnlineExamStartReminders,SendOnlineExamResultEmails}.php; app/Console/Kernel.php; app/Mail/ApplicantNotificationEmail.php","online_exam_notifications; online_exam_submissions; global_settings; users; enrollment","Announcement/result emails, 24h/1h schedule and dedupe ledger.","Teacher calls omitted; send-before-ledger races; no per-recipient retries; SMTP absent locally.","Missing/duplicate candidate notices.","Queued/outbox dispatch with delivery ledger and shared eligibility.","HIGH"
"19 Integrations","Audit Logs","PARTIAL","E15: Audit sink/call-site inspection; no immutable exam revision table","app/Models/AuditLog.php; app/Providers/AuditServiceProvider.php; app/Http/Middleware/TrackModuleAccess.php; app/Http/Controllers/OnlineExamController.php","audit_logs; online_exam_proctoring_events; online_exam_answers","Existing AuditLog reused.","No detailed immutable score/intervention trail.","Weak appeals evidence.","Keep shared logger; add structured exam history.","HIGH"
"19 Integrations","Timetable integration","MISSING","E17: Existing authoritative model/schema inspection and exam consumer trace / E20: Filename + concept search and connected path inspection","app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933 / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Optional read-only schedule conflict checks; never equate heartbeat with class attendance.","LOW"
"19 Integrations","Academic attendance integration","MISSING","E17: Existing authoritative model/schema inspection and exam consumer trace / E20: Filename + concept search and connected path inspection","app/Models/{User,School,Enrollment,StudentProfile,Subject,Programme,Session,TeacherPermission,TeacherProgrammeAssignment}.php; app/Http/Controllers/OnlineExamController.php:1816-1850,1924-1933 / docs/online-exams-audit/{core-search-files,concept-search-files}.txt; app/Http/Controllers/OnlineExamController.php; app/Models/OnlineExam*.php; routes/web.php; app/Console/Kernel.php","users; schools; departments; programmes; classes; subjects; sessions; enrollment; student_profiles; teacher_permissions; teacher_programme_assignments / exam-owned tables; no supporting implementation found","No connected implementation found.","No supporting route/service/storage/UI workflow found.","Target workflow is unavailable.","Optional read-only schedule conflict checks; never equate heartbeat with class attendance.","LOW"
"20 Performance","N+1 query control","BROKEN","E06: Delivery/eligibility source; OnlineExamStudentFrontendTest and StudentAttemptTest / E04: Question-bank source and import test; both runtime probe artifacts","app/Http/Controllers/OnlineExamController.php:1141-1454,1924-1945; app/Models/{OnlineExam,OnlineExamSubmission}.php; resources/views/student/online_exam/{instructions,list,take}.blade.php / app/Http/Controllers/OnlineExamController.php:376-451,813-1015; app/Models/QuestionBank.php; resources/views/admin/online_exam/{question_bank,bank_modal,questions}.blade.php; resources/views/teacher/online_exam/question_bank.blade.php","online_exams; online_exam_questions; online_exam_submissions; enrollment; users / question_banks; online_exam_questions; subjects","Some teacher/admin lists eager-load relations and paginate.","Student list performs per-exam latest/count/subject/result queries; bank admin lacks subject eager load.","Latency/query growth with exam count.","Eager-load/batch aggregates, paginate discovery, instrument query budget.","HIGH"
